TargetName	HUGOSymbol	TargetGroup	AnalyteType	CodeClass	ProbePool	MinCount	MaxCount	MedianCount	GeomeanCount	NumberOfProbesIncluded	NumberOfProbesTotal	GeneID
mCherry/tdTomato		All Targets	RNA	Endogenous	01	4.856208081	70.73876438	16.19302585	15.52798579	1	1	
Rars	Rars	All Targets	RNA	Endogenous	01	2.306698839	18.45359071	9.479117178	9.328663024	1	1	104458
Josd1	Josd1	All Targets	RNA	Endogenous	01	3.690718142	18.45359071	9.53466618	8.949882806	1	1	74158
Actr3b	Actr3b	All Targets	RNA	Endogenous	01	3.690718142	22.55438864	9.226795354	10.05530346	1	1	242894
Slc7a8	Slc7a8	All Targets	RNA	Endogenous	01	6.710396621	25.83502699	13.08349817	12.60645524	1	1	50934
Dcun1d5	Dcun1d5	All Targets	RNA	Endogenous	01	5.57899254	18.45359071	13.04097838	12.28342988	1	1	76863
Xpnpep1	Xpnpep1	All Targets	RNA	Endogenous	01	4.613397677	31.63472693	14.1648675	14.06271736	1	1	170750
Rpl6	Rpl6	All Targets	RNA	Endogenous	01	33.21646327	141.0381576	91.9603937	87.10972923	1	1	19988
Pmpca	Pmpca	All Targets	RNA	Endogenous	01	4.100797935	22.92718846	13.22507334	12.22000202	1	1	66865
Tent2	Tent2	All Targets	RNA	Endogenous	01	2.636227244	20.50398968	10.69932297	9.565047905	1	1	100715
Mtch1	Mtch1	All Targets	RNA	Endogenous	01	11.07215442	44.10858267	26.20173296	25.37967538	1	1	56462
Rcan2	Rcan2	All Targets	RNA	Endogenous	01	1.230239381	35.753832	7.278916335	7.84273798	1	1	53901
Rgs19	Rgs19	All Targets	RNA	Endogenous	01	7.76993293	196.3989297	30.94820942	34.43487525	1	1	56470
Polr1d	Polr1d	All Targets	RNA	Endogenous	01	2.636227244	27.68038606	14.24086032	12.77026753	1	1	20018
Mrps11	Mrps11	All Targets	RNA	Endogenous	01	3.884966465	23.06698839	9.226795354	9.594587922	1	1	67994
Prkaa1	Prkaa1	All Targets	RNA	Endogenous	01	3.690718142	22.14430885	12.14861388	11.52016122	1	1	105787
Cd38	Cd38	All Targets	RNA	Endogenous	01	4.856208081	23.42186513	10.72412618	10.78977375	1	1	12494
Rfxank	Rfxank	All Targets	RNA	Endogenous	01	11.53349419	40.59789956	19.41471522	20.3235502	1	1	19727
Rangap1	Rangap1	All Targets	RNA	Endogenous	01	5.536077212	23.7260452	11.35874428	11.30389701	1	1	19387
Mark4	Mark4	All Targets	RNA	Endogenous	01	4.613397677	31.63472693	10.73979137	10.74790272	1	1	232944
Prkag2	Prkag2	All Targets	RNA	Endogenous	01	5.536077212	39.98277987	16.758345	15.95670706	1	1	108099
Elavl3	Elavl3	All Targets	RNA	Endogenous	01	3.075598451	23.835888	10.15879488	9.713658634	1	1	15571
Cadm1	Cadm1	All Targets	RNA	Endogenous	01	2.913724849	22.14430885	11.44477501	11.12247674	1	1	54725
St3gal2	St3gal2	All Targets	RNA	Endogenous	01	3.690718142	18.45359071	11.1280744	10.98626469	1	1	20444
Rcc2	Rcc2	All Targets	RNA	Endogenous	01	1.230239381	22.14430885	13.66275466	12.08359651	1	1	108911
Fscn1	Fscn1	All Targets	RNA	Endogenous	01	3.884966465	89.35422869	50.02808126	38.39587889	1	1	14086
Tomm6	Tomm6	All Targets	RNA	Endogenous	01	3.954340866	28.29550575	14.76287257	13.14537687	1	1	66119
Brd2	Brd2	All Targets	RNA	Endogenous	01	4.613397677	31.63472693	18.45359071	18.18188554	1	1	14312
Gls	Gls	All Targets	RNA	Endogenous	01	7.688996128	36.90718142	18.73319057	17.87612522	1	1	14660
Ppp2r2a	Ppp2r2a	All Targets	RNA	Endogenous	01	5.536077212	27.00525469	15.42759868	14.60538153	1	1	71978
Chsy3	Chsy3	All Targets	RNA	Endogenous	01	1.845359071	95.7280018	7.9857644	9.353878846	1	1	78923
Rnf181	Rnf181	All Targets	RNA	Endogenous	01	7.908681732	29.52574513	18.45359071	17.24976659	1	1	66510
Lgals1	Lgals1	All Targets	RNA	Endogenous	01	9.815739738	239.8966792	101.7313334	76.69650551	1	1	16852
Gm20765	"Gm20765,Gm21312,Gm6763,Gm21293,Gm4301,Gm4340,Gm4312,Gm8764,Gm21304"	All Targets	RNA	Endogenous	01	4.613397677	20.29894978	9.953754988	10.23058962	1	1	637578
Dapk1	Dapk1	All Targets	RNA	Endogenous	01	2.636227244	30.75598451	10.15879488	9.870332381	1	1	69635
Mapkap1	Mapkap1	All Targets	RNA	Endogenous	01	3.690718142	16.14689187	9.525535259	9.164666063	1	1	227743
Pet100	Pet100	All Targets	RNA	Endogenous	01	11.35605582	36.90718142	22.14430885	21.3091693	1	1	100503890
Anxa6	Anxa6	All Targets	RNA	Endogenous	01	6.710396621	73.81436283	34.43102494	29.03414598	1	1	11749
Cd99	Cd99	All Targets	RNA	Endogenous	01	79.66550135	13126.18102	5503.014529	2446.757359	1	1	673094
Coq9	Coq9	All Targets	RNA	Endogenous	01	2.306698839	31.87438395	15.80384435	15.77400199	1	1	67914
Gabpa	Gabpa	All Targets	RNA	Endogenous	01	7.381436283	23.835888	16.82638455	15.89784649	1	1	14390
Arhgap42	Arhgap42	All Targets	RNA	Endogenous	01	3.075598451	25.37368722	10.75086423	10.53606172	1	1	71544
Mcm4	Mcm4	All Targets	RNA	Endogenous	01	3.690718142	28.29550575	10.9183745	10.68547849	1	1	17217
Gsk3a	Gsk3a	All Targets	RNA	Endogenous	01	8.20159587	26.78747038	15.42942367	15.3402002	1	1	606496
Reps2	Reps2	All Targets	RNA	Endogenous	01	2.839013955	22.29808877	8.919235509	8.45346177	1	1	194590
Sptbn2	Sptbn2	All Targets	RNA	Endogenous	01	3.075598451	29.60263509	8.487468803	9.319557231	1	1	20743
Ces1e	Ces1e	All Targets	RNA	Endogenous	01	1.845359071	21.29260466	11.53349419	10.71463569	1	1	13897
Paf1	Paf1	All Targets	RNA	Endogenous	01	5.272454488	20.29894978	11.63834414	11.20815068	1	1	54624
Gpx3	Gpx3	All Targets	RNA	Endogenous	01	3.690718142	32.29378374	12.58199366	10.9730679	1	1	14778
Aldoa	Aldoa	All Targets	RNA	Endogenous	01	57.30325536	282.6313103	161.2638788	148.4918031	1	1	11674
Scaf11	Scaf11	All Targets	RNA	Endogenous	01	1.537799226	18.45359071	9.953754988	9.351284731	1	1	72193
Acsl3	Acsl3	All Targets	RNA	Endogenous	01	1.419506978	19.22249032	6.269489151	6.346287406	1	1	74205
Pnisr	Pnisr	All Targets	RNA	Endogenous	01	6.920096516	26.19219326	15.23819233	14.65315018	1	1	66625
Epn1	Epn1	All Targets	RNA	Endogenous	01	10.54490898	49.07869869	21.41089691	21.21715704	1	1	13854
Rbbp4	Rbbp4	All Targets	RNA	Endogenous	01	20.37583974	61.51196903	35.98450188	33.96962237	1	1	19646
Med27	Med27	All Targets	RNA	Endogenous	01	2.636227244	20.50398968	11.50547761	10.20419033	1	1	68975
Pir	Pir	All Targets	RNA	Endogenous	01	3.690718142	26.36227244	11.35605582	10.6960071	1	1	69656
Zbp1	Zbp1	All Targets	RNA	Endogenous	01	1.845359071	29.80964653	12.77182725	12.39547739	1	1	58203
Gm14288	"Gm14288,Zfp968,Gm4724,Zfp931,Zfp973,Zfp970,Zfp971,Zfp965,Gm14393,Zfp967,Zfp966,Gm14326,LOC115489545,Gm14322,Gm14325,Gm14440,Gm14444"	All Targets	RNA	Endogenous	01	5.272454488	23.95040496	12.7091665	12.48868747	1	1	13999
Atox1	Atox1	All Targets	RNA	Endogenous	01	10.54490898	61.36891794	34.03902802	29.67793209	1	1	11927
Nup43	Nup43	All Targets	RNA	Endogenous	01	1.942483232	24.13161862	10.28988264	9.091699714	1	1	69912
Dmd	Dmd	All Targets	RNA	Endogenous	01	3.690718142	26.19219326	11.44611924	10.86435937	1	1	13405
Cdc42se1	Cdc42se1	All Targets	RNA	Endogenous	01	9.226795354	24.60478761	18.09871396	17.04078521	1	1	57912
Aplp2	Aplp2	All Targets	RNA	Endogenous	01	18.45359071	73.81436283	43.16443344	43.96859088	1	1	11804
Zbed6	Zbed6	All Targets	RNA	Endogenous	01	4.100797935	25.04415882	13.07129342	12.83607258	1	1	667118
Jup	Jup	All Targets	RNA	Endogenous	01	6.151196903	29.13724849	14.76287257	14.81368148	1	1	16480
Cul1	Cul1	All Targets	RNA	Endogenous	01	2.636227244	30.75598451	12.14861388	11.69361153	1	1	26965
Map4	Map4	All Targets	RNA	Endogenous	01	7.381436283	34.27095417	20.21506982	19.65877642	1	1	17758
Uqcrb	Uqcrb	All Targets	RNA	Endogenous	01	22.29808877	81.72304456	55.36077212	48.54632541	1	1	67530
Zmiz2	Zmiz2	All Targets	RNA	Endogenous	01	1.419506978	29.44721922	11.62101887	11.50344796	1	1	52915
Stim2	Stim2	All Targets	RNA	Endogenous	01	2.636227244	22.14430885	11.71951829	10.7708921	1	1	116873
Camta1	Camta1	All Targets	RNA	Endogenous	01	2.381108478	26.36227244	9.718891106	9.476642708	1	1	100072
Rnf125	Rnf125	All Targets	RNA	Endogenous	01	3.690718142	29.52574513	16.53547555	15.29580741	1	1	67664
Slc39a1	Slc39a1	All Targets	RNA	Endogenous	01	6.301226095	25.62998709	15.98212767	14.82138698	1	1	30791
Marchf8	Marchf8	All Targets	RNA	Endogenous	01	3.075598451	25.83502699	10.46252687	9.725424116	1	1	71779
Crem	Crem	All Targets	RNA	Endogenous	01	4.856208081	27.68038606	16.56629166	15.01893788	1	1	12916
Arhgef15	Arhgef15	All Targets	RNA	Endogenous	01	5.272454488	23.57958813	14.53324375	13.99387353	1	1	442801
Tnrc18	Tnrc18	All Targets	RNA	Endogenous	01	3.075598451	21.15411618	12.30239381	11.79622038	1	1	231861
Eif4g1	Eif4g1	All Targets	RNA	Endogenous	01	9.841915044	36.90718142	22.44647291	21.50650092	1	1	208643
Slc38a5	Slc38a5	All Targets	RNA	Endogenous	01	4.100797935	42.58520933	14.91665249	15.64969448	1	1	209837
Snf8	Snf8	All Targets	RNA	Endogenous	01	8.929156794	29.21818529	17.41557623	17.27434683	1	1	27681
Psmc6	Psmc6	All Targets	RNA	Endogenous	01	9.226795354	36.90718142	18.45359071	19.24354382	1	1	67089
Vdac2	Vdac2	All Targets	RNA	Endogenous	01	10.76459458	29.90754356	18.06096112	18.15277084	1	1	22334
Dcaf13	Dcaf13	All Targets	RNA	Endogenous	01	4.613397677	20.50398968	11.07215442	10.69507716	1	1	223499
Snx27	Snx27	All Targets	RNA	Endogenous	01	3.075598451	26.84158648	14.60240656	13.2546351	1	1	76742
Arl4a	Arl4a	All Targets	RNA	Endogenous	01	1.845359071	28.44928568	12.9175135	11.68551346	1	1	11861
Nrp1	Nrp1	All Targets	RNA	Endogenous	01	6.151196903	36.90718142	16.51359784	17.00552705	1	1	18186
Sptbn1	Sptbn1	All Targets	RNA	Endogenous	01	51.67005398	147.6287257	88.86860788	89.33462677	1	1	20742
Selenop	Selenop	All Targets	RNA	Endogenous	01	4.100797935	133.6176661	26.89557818	30.28315927	1	1	20363
Fdx1	Fdx1	All Targets	RNA	Endogenous	01	6.151196903	18.45359071	10.9183745	11.03292705	1	1	14148
Gabra3	Gabra3	All Targets	RNA	Endogenous	01	3.075598451	19.22249032	8.360937726	8.475299833	1	1	14396
Egln1	Egln1	All Targets	RNA	Endogenous	01	3.690718142	23.7260452	13.78654887	13.25185114	1	1	112405
Myo1d	Myo1d	All Targets	RNA	Endogenous	01	1.419506978	17.85831359	6.788424489	6.804331488	1	1	338367
Wdhd1	Wdhd1	All Targets	RNA	Endogenous	01	5.272454488	22.14430885	13.84019303	13.09411624	1	1	218973
Rad50	Rad50	All Targets	RNA	Endogenous	01	5.889443843	35.36938219	18.77175607	17.45156083	1	1	19360
Scd2	Scd2	All Targets	RNA	Endogenous	01	4.100797935	115.0404697	18.0691409	22.05155387	1	1	20250
Ppp1r14b	Ppp1r14b	All Targets	RNA	Endogenous	01	12.15236461	43.05837832	25.77910702	24.2052079	1	1	18938
Asnsd1	Asnsd1	All Targets	RNA	Endogenous	01	3.690718142	21.29260466	11.40197189	10.49474423	1	1	70396
Ghitm	Ghitm	All Targets	RNA	Endogenous	01	9.226795354	41.2261069	18.45359071	19.47699007	1	1	66092
Dennd10	Dennd10	All Targets	RNA	Endogenous	01	7.381436283	25.5511256	15.4962845	15.23933916	1	1	67894
Ing1	Ing1	All Targets	RNA	Endogenous	01	6.798691314	22.55438864	11.07215442	11.66245927	1	1	26356
Cul5	Cul5	All Targets	RNA	Endogenous	01	2.460478761	27.68038606	14.18876086	12.99091023	1	1	75717
Rag2	Rag2	All Targets	RNA	Endogenous	01	4.613397677	28.99849968	14.76287257	14.15992007	1	1	19374
Cacng7	Cacng7	All Targets	RNA	Endogenous	01	3.690718142	21.80878902	10.9183745	10.4887719	1	1	81904
Sec11c	Sec11c	All Targets	RNA	Endogenous	01	3.690718142	17.30024129	11.15238743	10.15657414	1	1	66286
Cnn2	Cnn2	All Targets	RNA	Endogenous	01	8.457895741	25.83502699	16.1102776	15.40695674	1	1	12798
Brms1l	Brms1l	All Targets	RNA	Endogenous	01	2.460478761	24.60478761	9.739395096	10.04605622	1	1	52592
Bicd2	Bicd2	All Targets	RNA	Endogenous	01	4.613397677	18.45359071	10.31606981	10.31908905	1	1	76895
Arrb1	Arrb1	All Targets	RNA	Endogenous	01	3.690718142	26.19219326	14.53393704	13.27992997	1	1	109689
Zdhhc20	Zdhhc20	All Targets	RNA	Endogenous	01	2.050398968	18.45359071	11.80688072	10.06893584	1	1	75965
Pnp	"Pnp2,Pnp"	All Targets	RNA	Endogenous	01	9.226795354	73.10460934	25.83502699	25.14567409	1	1	18950
Rbbp6	Rbbp6	All Targets	RNA	Endogenous	01	4.613397677	19.04886783	11.30282431	11.20117509	1	1	19647
Eno3	Eno3	All Targets	RNA	Endogenous	01	1.230239381	27.68038606	13.23386077	12.51688221	1	1	13808
Arhgef28	Arhgef28	All Targets	RNA	Endogenous	01	4.920957522	21.08981795	11.07907885	10.88841506	1	1	110596
Bcl7c	Bcl7c	All Targets	RNA	Endogenous	01	3.690718142	24.2203378	14.58283754	13.1751465	1	1	12055
Ankfy1	Ankfy1	All Targets	RNA	Endogenous	01	4.856208081	21.52918916	12.30239381	11.70030379	1	1	11736
Rnft1	Rnft1	All Targets	RNA	Endogenous	01	3.690718142	28.70558555	12.16867213	11.38759907	1	1	76892
Dip2b	Dip2b	All Targets	RNA	Endogenous	01	1.845359071	23.98966792	10.76630515	9.813780434	1	1	239667
Rpl23	"LOC100044627,LOC100862455,Rpl23"	All Targets	RNA	Endogenous	01	55.36077212	205.1187583	138.4019303	130.7215046	1	1	65019
Atp5b	Atp5b	All Targets	RNA	Endogenous	01	22.14430885	117.4319409	54.74565243	54.58450454	1	1	11947
Ube2i	Ube2i	All Targets	RNA	Endogenous	01	3.690718142	23.06698839	16.12235252	15.23394343	1	1	22196
Snrpn	"Snhg14,Snrpn,Snurf"	All Targets	RNA	Endogenous	01	15.0362591	74.20699242	25.76312988	27.17214319	1	1	20646
Chil1	Chil1	All Targets	RNA	Endogenous	01	3.690718142	26.84158648	10.70544846	10.43952313	1	1	12654
Plekhb2	Plekhb2	All Targets	RNA	Endogenous	01	1.537799226	18.45359071	7.381436283	6.643907394	1	1	226971
Sema7a	Sema7a	All Targets	RNA	Endogenous	01	14.28665087	76.45059008	38.14714601	38.80883873	1	1	20361
Atp5mpl	Atp5mpl	All Targets	RNA	Endogenous	01	2.306698839	31.87438395	18.45359071	17.2929213	1	1	70257
Mtdh	Mtdh	All Targets	RNA	Endogenous	01	2.636227244	20.76028955	12.20628135	11.39512588	1	1	67154
Apold1	Apold1	All Targets	RNA	Endogenous	01	5.357494077	27.68038606	15.13194438	13.83464315	1	1	381823
Rpl36	"Rpl36,Rpl36-ps12"	All Targets	RNA	Endogenous	01	30.37153471	101.1971103	65.38642422	60.45980121	1	1	54217
Sgms2	Sgms2	All Targets	RNA	Endogenous	01	3.690718142	20.50398968	9.85883323	9.44357301	1	1	74442
Art5	Art5	All Targets	RNA	Endogenous	01	0.922679535	24.2203378	5.152625977	4.86858761	1	1	11875
Rbck1	Rbck1	All Targets	RNA	Endogenous	01	5.536077212	25.83502699	12.5389783	12.73325158	1	1	24105
Cks2	Cks2	All Targets	RNA	Endogenous	01	6.674703022	66.89426632	29.06046229	23.91632914	1	1	66197
Tmem179	Tmem179	All Targets	RNA	Endogenous	01	3.075598451	21.80878902	8.20159587	7.962330982	1	1	104885
Nuak1	Nuak1	All Targets	RNA	Endogenous	01	2.636227244	31.07973172	9.226795354	9.168610617	1	1	77976
Rpl37a	Rpl37a	All Targets	RNA	Endogenous	01	42.28947871	113.3577715	83.18095812	79.9198394	1	1	19981
Bak1	Bak1	All Targets	RNA	Endogenous	01	3.075598451	20.76028955	12.18410156	11.02324315	1	1	12018
Adsl	Adsl	All Targets	RNA	Endogenous	01	2.636227244	36.90718142	13.56500791	12.54370408	1	1	11564
Pcnp	Pcnp	All Targets	RNA	Endogenous	01	3.075598451	27.68038606	14.35279277	13.25837546	1	1	76302
Sarnp	Sarnp	All Targets	RNA	Endogenous	01	5.536077212	19.42483232	11.53349419	11.34652985	1	1	66118
Extl3	Extl3	All Targets	RNA	Endogenous	01	3.690718142	33.93079582	18.17399085	17.36732218	1	1	54616
Secisbp2l	Secisbp2l	All Targets	RNA	Endogenous	01	4.613397677	20.02410907	10.9183745	10.35228908	1	1	70354
Pygb	Pygb	All Targets	RNA	Endogenous	01	18.45359071	50.50456404	28.41741016	28.24841819	1	1	110078
Galnt1	Galnt1	All Targets	RNA	Endogenous	01	15.81736346	48.26323724	31.86396408	30.45732016	1	1	14423
Cox18	Cox18	All Targets	RNA	Endogenous	01	4.258520933	23.42186513	10.18585294	10.54621908	1	1	231430
Nfe2l2	Nfe2l2	All Targets	RNA	Endogenous	01	6.151196903	23.98966792	14.58885844	13.65953123	1	1	18024
Nbas	Nbas	All Targets	RNA	Endogenous	01	2.839013955	20.50398968	9.646195143	9.482550062	1	1	71169
Csdc2	Csdc2	All Targets	RNA	Endogenous	01	3.954340866	17.30024129	10.26480983	9.490574373	1	1	105859
Emc2	Emc2	All Targets	RNA	Endogenous	01	6.151196903	25.16398733	14.27393127	13.68887116	1	1	66736
Nedd4l	Nedd4l	All Targets	RNA	Endogenous	01	2.976385598	21.80878902	11.07215442	10.62402303	1	1	83814
Card10	Card10	All Targets	RNA	Endogenous	01	3.690718142	20.76028955	12.73297759	12.04585182	1	1	105844
Hmces	Hmces	All Targets	RNA	Endogenous	01	3.690718142	30.75598451	13.12621482	12.86572835	1	1	232210
Enpp2	Enpp2	All Targets	RNA	Endogenous	01	3.075598451	28.66196004	15.0916005	13.86060792	1	1	18606
Lonp1	Lonp1	All Targets	RNA	Endogenous	01	3.844498064	22.14430885	10.52961172	9.744111765	1	1	74142
Ptges3	Ptges3	All Targets	RNA	Endogenous	01	22.50437891	177.4383722	83.84027118	68.31710551	1	1	56351
Adar	Adar	All Targets	RNA	Endogenous	01	5.272454488	22.14430885	10.44914858	10.38567602	1	1	56417
Cct2	Cct2	All Targets	RNA	Endogenous	01	12.62614101	44.81586315	27.97769391	27.32786812	1	1	12461
Srgap2	Srgap2	All Targets	RNA	Endogenous	01	3.075598451	32.14496446	16.4344644	15.68522292	1	1	14270
Prkg1	Prkg1	All Targets	RNA	Endogenous	01	4.100797935	25.59691614	11.27002509	11.23533183	1	1	19091
Tnfrsf12a	Tnfrsf12a	All Targets	RNA	Endogenous	01	3.690718142	19.60694013	9.119507036	9.343004757	1	1	27279
Cpt1a	Cpt1a	All Targets	RNA	Endogenous	01	7.908681732	30.75598451	16.82115768	17.35187207	1	1	12894
Ndufb10	Ndufb10	All Targets	RNA	Endogenous	01	2.050398968	21.36731556	8.004442123	8.019437794	1	1	68342
Nop10	Nop10	All Targets	RNA	Endogenous	01	3.075598451	18.45359071	11.15238743	10.36138409	1	1	66181
Hnrnph2	Hnrnph2	All Targets	RNA	Endogenous	01	2.306698839	26.14258684	12.89605583	12.16452393	1	1	56258
Pbrm1	Pbrm1	All Targets	RNA	Endogenous	01	8.611675664	30.75598451	14.36429571	14.95167877	1	1	66923
Hhex	Hhex	All Targets	RNA	Endogenous	01	5.766747096	21.52918916	10.10753491	10.60840411	1	1	15242
Atp5h	Atp5h	All Targets	RNA	Endogenous	01	12.7755628	50.59855517	32.20835045	30.08173063	1	1	71679
Jak3	Jak3	All Targets	RNA	Endogenous	01	9.423110149	36.90718142	24.32518775	22.45613347	1	1	16453
Cav2	Cav2	All Targets	RNA	Endogenous	01	9.226795354	31.87438395	18.45359071	17.80119874	1	1	12390
Tpm2	Tpm2	All Targets	RNA	Endogenous	01	3.690718142	83.526779	20.45003181	19.84109389	1	1	22004
C1qa	C1qa	All Targets	RNA	Endogenous	01	4.613397677	69.77763987	17.30024129	18.28468611	1	1	12259
Cfh	Cfh	All Targets	RNA	Endogenous	01	2.050398968	97.0301705	12.58199366	10.65155288	1	1	12628
Ctsb	Ctsb	All Targets	RNA	Endogenous	01	5.536077212	44.67711435	16.63321716	15.94281287	1	1	13030
Psme2	"LOC115489401,Psme2,Psme2b"	All Targets	RNA	Endogenous	01	5.272454488	45.42422328	23.06698839	21.56294318	1	1	19188
Stt3b	Stt3b	All Targets	RNA	Endogenous	01	10.25199484	41.82813894	25.18146232	24.00279584	1	1	68292
Gbp3	Gbp3	All Targets	RNA	Endogenous	01	1.537799226	29.80964653	11.25389433	10.59653935	1	1	55932
Larp1	Larp1	All Targets	RNA	Endogenous	01	2.306698839	19.64414495	13.08349817	11.46083643	1	1	73158
Atxn1l	Atxn1l	All Targets	RNA	Endogenous	01	3.588198193	19.87309769	8.137520903	8.206446768	1	1	52335
Tesk1	Tesk1	All Targets	RNA	Endogenous	01	2.050398968	16.6532404	11.07215442	9.950596626	1	1	21754
Phpt1	Phpt1	All Targets	RNA	Endogenous	01	6.151196903	22.71211164	13.31799568	13.16736305	1	1	75454
Rragd	Rragd	All Targets	RNA	Endogenous	01	3.690718142	31.87438395	11.35605582	10.95138	1	1	52187
Prrg1	Prrg1	All Targets	RNA	Endogenous	01	5.67802791	24.60478761	12.90363862	12.99441838	1	1	546336
Frmd8	Frmd8	All Targets	RNA	Endogenous	01	2.306698839	18.45359071	12.14861388	10.38450047	1	1	67457
Cic	Cic	All Targets	RNA	Endogenous	01	3.690718142	28.99849968	12.61764265	12.53937271	1	1	71722
Pes1	Pes1	All Targets	RNA	Endogenous	01	5.167005398	24.60478761	13.62175564	13.05669642	1	1	64934
Acp1	Acp1	All Targets	RNA	Endogenous	01	3.075598451	19.60694013	12.81857816	11.83426467	1	1	11431
Anln	Anln	All Targets	RNA	Endogenous	01	3.571662718	22.14430885	10.27500072	9.444026178	1	1	68743
Slc7a2	Slc7a2	All Targets	RNA	Endogenous	01	2.839013955	23.06698839	10.15879488	10.25667904	1	1	11988
Ets2	Ets2	All Targets	RNA	Endogenous	01	7.688996128	33.21646327	15.45488222	15.486186	1	1	23872
Dnajc5	Dnajc5	All Targets	RNA	Endogenous	01	4.100797935	28.83373548	15.0983924	14.51105016	1	1	13002
Hpf1	Hpf1	All Targets	RNA	Endogenous	01	3.075598451	22.14430885	11.16217194	10.51666818	1	1	72612
Slc35b4	Slc35b4	All Targets	RNA	Endogenous	01	5.272454488	17.26303647	11.07215442	10.42284688	1	1	58246
Arhgap18	Arhgap18	All Targets	RNA	Endogenous	01	6.151196903	27.31131425	13.84884856	13.64595816	1	1	73910
Slc1a3	Slc1a3	All Targets	RNA	Endogenous	01	1.230239381	43.61757804	8.394670574	10.11645708	1	1	20512
Jcad	Jcad	All Targets	RNA	Endogenous	01	8.20159587	68.45686876	23.24442676	25.60058512	1	1	240185
Arnt	Arnt	All Targets	RNA	Endogenous	01	3.690718142	20.76028955	12.30239381	11.09902382	1	1	11863
Rbfox1	Rbfox1	All Targets	RNA	Endogenous	01	1.318113622	34.15877429	7.535216206	7.688204028	1	1	268859
Rnf213	Rnf213	All Targets	RNA	Endogenous	01	7.097534888	87.29967912	23.98966792	21.74174296	1	1	672511
Josd2	Josd2	All Targets	RNA	Endogenous	01	1.537799226	18.45359071	9.581672099	8.505158161	1	1	66124
Svop	Svop	All Targets	RNA	Endogenous	01	4.100797935	22.14430885	8.294795823	9.081319639	1	1	68666
Amz2	Amz2	All Targets	RNA	Endogenous	01	2.050398968	14.41686774	9.375614634	8.653381058	1	1	13929
Cflar	Cflar	All Targets	RNA	Endogenous	01	5.766747096	21.08981795	12.86159352	12.3830213	1	1	12633
Fn1	Fn1	All Targets	RNA	Endogenous	01	21.15411618	215.6156388	73.81436283	74.10959637	1	1	14268
Lyve1	Lyve1	All Targets	RNA	Endogenous	01	2.460478761	21.66291083	9.525677962	8.727783661	1	1	114332
Trim32	Trim32	All Targets	RNA	Endogenous	01	2.636227244	18.45359071	11.15238743	10.81302802	1	1	69807
Rsf1	Rsf1	All Targets	RNA	Endogenous	01	7.143325435	25.37368722	17.83847102	16.09253632	1	1	233532
Chmp4b	Chmp4b	All Targets	RNA	Endogenous	01	19.99138993	60.39356959	36.90718142	37.08078993	1	1	75608
Usp19	Usp19	All Targets	RNA	Endogenous	01	11.07215442	36.90718142	25.54365451	24.86947202	1	1	71472
Actr2	Actr2	All Targets	RNA	Endogenous	01	13.84019303	56.33201374	29.9870849	29.27749998	1	1	66713
Eif1	"Eif1,Emd"	All Targets	RNA	Endogenous	01	80.52475945	234.304682	135.9973715	135.2611972	1	1	20918
Fam118a	Fam118a	All Targets	RNA	Endogenous	01	3.075598451	18.45359071	9.785995073	9.026674901	1	1	73225
Rnf126	Rnf126	All Targets	RNA	Endogenous	01	7.688996128	25.83502699	12.93714498	13.01004639	1	1	70294
Peli2	Peli2	All Targets	RNA	Endogenous	01	7.828796058	23.98966792	12.93714498	12.8458382	1	1	93834
Tiprl	Tiprl	All Targets	RNA	Endogenous	01	5.536077212	32.29378374	18.45359071	17.71643208	1	1	226591
Cnih2	Cnih2	All Targets	RNA	Endogenous	01	6.151196903	31.95621806	13.04932486	13.0871719	1	1	12794
Cd200	Cd200	All Targets	RNA	Endogenous	01	18.45359071	66.43292655	39.86608029	38.32128347	1	1	17470
Gtf2a1	Gtf2a1	All Targets	RNA	Endogenous	01	2.050398968	22.14430885	10.78334823	9.650655374	1	1	83602
Prkar1b	Prkar1b	All Targets	RNA	Endogenous	01	2.306698839	60.85758638	10.61428338	10.85639902	1	1	19085
Snrpb	Snrpb	All Targets	RNA	Endogenous	01	15.75306524	130.7129342	87.91085574	66.6920043	1	1	20638
Decr1	Decr1	All Targets	RNA	Endogenous	01	2.050398968	22.14430885	9.469605758	9.172154248	1	1	67460
Edf1	Edf1	All Targets	RNA	Endogenous	01	5.272454488	29.52574513	16.37756175	15.98276818	1	1	59022
Chd5	Chd5	All Targets	RNA	Endogenous	01	2.636227244	23.55777537	8.714195612	8.197159878	1	1	269610
Numbl	Numbl	All Targets	RNA	Endogenous	01	2.460478761	16.91579148	8.472777669	8.170848595	1	1	18223
Lamc1	Lamc1	All Targets	RNA	Endogenous	01	3.075598451	75.6597219	24.60478761	23.59861314	1	1	226519
Kpna1	Kpna1	All Targets	RNA	Endogenous	01	2.050398968	22.55438864	11.01448695	10.10404939	1	1	16646
Klf6	Klf6	All Targets	RNA	Endogenous	01	4.100797935	30.51940002	20.5614362	18.13269251	1	1	23849
Per2	Per2	All Targets	RNA	Endogenous	01	2.050398968	26.52703664	12.30239381	12.07335358	1	1	18627
Dctpp1	Dctpp1	All Targets	RNA	Endogenous	01	3.690718142	26.65518658	13.24244383	12.17607097	1	1	66422
Zfp638	Zfp638	All Targets	RNA	Endogenous	01	1.845359071	20.39607394	8.564358765	7.819214189	1	1	18139
